Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
10019-00010,Bike,SP23,SLING,Bike Gloves,Gloves,Navy,TRUE,TRUE,10019-00010,10019-00010,10019-00011,10019-00012,10019-00013,10019-00014,,,S,M,L,XL,2XL,,,39.5,39.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=0457f594-3e17-4053-9d1e-376a9ec85b5e,https://fs.amplifi.io//file?id=0457f594-3e17-4053-9d1e-376a9ec85b5e&variant=thumb&extension=png
10021-00000,Bike,SP23,SLING,Bike Short Finger Gloves,Gloves,Black,TRUE,TRUE,10021-00000,10021-00000,10021-00001,10021-00002,10021-00003,10021-00004,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Pull tabs on middle fingers to aid in removal",https://fs.amplifi.io//file?id=36a3d052-5953-4324-94be-9653fe9cd633,https://fs.amplifi.io//file?id=36a3d052-5953-4324-94be-9653fe9cd633&variant=thumb&extension=png
10021-00005,Bike,SP23,SLING,Bike Short Finger Gloves,Gloves,Grey,TRUE,TRUE,10021-00005,10021-00005,10021-00006,10021-00007,10021-00008,10021-00009,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Pull tabs on middle fingers to aid in removal",https://fs.amplifi.io//file?id=0b2346f5-d851-4e60-8887-134421037159,https://fs.amplifi.io//file?id=0b2346f5-d851-4e60-8887-134421037159&variant=thumb&extension=png
10021-00010,Bike,SP23,SLING,Bike Short Finger Gloves,Gloves,Navy,TRUE,TRUE,10021-00010,10021-00010,10021-00011,10021-00012,10021-00013,10021-00014,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"55% Polyester
23% Nylon
10% Elastane
9% Polyurethane (PU)
3% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed back panel cuff for simplistic comfort and modern look
• Ultra lightweight 4-way stretch with laser perforations for breathability
• Perforated single-layer cool skin palm
• Mesh finger gussets for increased air flow
• Reflective top hand art for added visibility
• Pull tabs on middle fingers to aid in removal",https://fs.amplifi.io//file?id=5dcea164-a5cd-403a-a4d8-a83eb5fe08cd,https://fs.amplifi.io//file?id=5dcea164-a5cd-403a-a4d8-a83eb5fe08cd&variant=thumb&extension=png
10023-00000,Bike,SP23,SLING MX,Gloves,Gloves,Black,TRUE,TRUE,10023-00000,10023-00000,10023-00001,10023-00002,10023-00003,10023-00004,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"38% Polyester
36% Nylon
12% Polyurethane (PU)
10% Elastane
4% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed inner cuff for sleek comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Clarino® single-layer palm with perforations on fingers
• Silicone print on palm and fingers for added grip
• Mesh finger gussets for increased air flow
• Rubber printed logos on top of hand
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=cc48ecf9-7e12-4486-a262-804114eb5a32,https://fs.amplifi.io//file?id=cc48ecf9-7e12-4486-a262-804114eb5a32&variant=thumb&extension=png
10023-00005,Bike,SP23,SLING MX,Gloves,Gloves,Fluo Yellow,TRUE,TRUE,10023-00005,10023-00005,10023-00006,10023-00007,10023-00008,10023-00009,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"38% Polyester
36% Nylon
12% Polyurethane (PU)
10% Elastane
4% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed inner cuff for sleek comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Clarino® single-layer palm with perforations on fingers
• Silicone print on palm and fingers for added grip
• Mesh finger gussets for increased air flow
• Rubber printed logos on top of hand
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=b43a7319-44f8-4fd8-a1c9-cb7c47f9a883,https://fs.amplifi.io//file?id=b43a7319-44f8-4fd8-a1c9-cb7c47f9a883&variant=thumb&extension=png
10023-00010,Bike,SP23,SLING MX,Gloves,Gloves,Navy,TRUE,TRUE,10023-00010,10023-00010,10023-00011,10023-00012,10023-00013,10023-00014,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"38% Polyester
36% Nylon
12% Polyurethane (PU)
10% Elastane
4% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed inner cuff for sleek comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Clarino® single-layer palm with perforations on fingers
• Silicone print on palm and fingers for added grip
• Mesh finger gussets for increased air flow
• Rubber printed logos on top of hand
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=ae84e4f8-dfca-4edf-9169-0999550e40e1,https://fs.amplifi.io//file?id=ae84e4f8-dfca-4edf-9169-0999550e40e1&variant=thumb&extension=png
10023-00015,Bike,SP23,SLING MX,Gloves,Gloves,Grey,TRUE,TRUE,10023-00015,10023-00015,10023-00016,10023-00017,10023-00018,10023-00019,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"38% Polyester
36% Nylon
12% Polyurethane (PU)
10% Elastane
4% Rubber",Less Is More. Now you can ride with the feeling like you are not wearing gloves yet take comfort knowing you are covered.,"• Embossed inner cuff for sleek comfort and modern look
• Ultra lightweight 4-way stretch woven with laser perforations for breathability
• Clarino® single-layer palm with perforations on fingers
• Silicone print on palm and fingers for added grip
• Mesh finger gussets for increased air flow
• Rubber printed logos on top of hand
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=be9944fe-e6d9-4f71-82bb-ba43518ed908,https://fs.amplifi.io//file?id=be9944fe-e6d9-4f71-82bb-ba43518ed908&variant=thumb&extension=png
10024-00000,Bike,SP23,EXCEEDA,Gel Short Finger Gloves,Gloves,Black,TRUE,TRUE,10024-00000,10024-00000,10024-00001,10024-00002,10024-00003,10024-00004,,,S,M,L,XL,2XL,,,29.5,29.5,VN,"52% Nylon
21% Polyester
13% Polyurethane (PU)
7% Elastane
7% Rubber",Endless Possibilities. No limits on the road with this glove. Ultra-light top of hand material is fused with the simplistic design and gel palm top riders expect from a premium glove. Maximum comfort and durability with minimal interference.,"• Stylish embossed slip-on cuff for application ease and comfort.
• Seamless mesh top hand and gussets improve fit over knuckles and increase airflow.
• Thumb overlay aids in reducing blisters. Perforated Clarino® palm with gel pads for vibration dampening and comfort
• Pull tabs on middle fingers to aid in removal
• Reflective print to aid in visibility.",https://fs.amplifi.io//file?id=3817167d-7bb0-40e4-b2fd-6feb7022131f,https://fs.amplifi.io//file?id=3817167d-7bb0-40e4-b2fd-6feb7022131f&variant=thumb&extension=png
10024-00005,Bike,SP23,EXCEEDA,Gel Short Finger Gloves,Gloves,Fluo Yellow,TRUE,TRUE,10024-00005,10024-00005,10024-00006,10024-00007,10024-00008,10024-00009,,,S,M,L,XL,2XL,,,29.5,29.5,VN,"52% Nylon
21% Polyester
13% Polyurethane (PU)
7% Elastane
7% Rubber",Endless Possibilities. No limits on the road with this glove. Ultra-light top of hand material is fused with the simplistic design and gel palm top riders expect from a premium glove. Maximum comfort and durability with minimal interference.,"• Stylish embossed slip-on cuff for application ease and comfort.
• Seamless mesh top hand and gussets improve fit over knuckles and increase airflow.
• Thumb overlay aids in reducing blisters. Perforated Clarino® palm with gel pads for vibration dampening and comfort
• Pull tabs on middle fingers to aid in removal
• Reflective print to aid in visibility.",https://fs.amplifi.io//file?id=8a2653d7-97eb-4ac1-b7c2-a5dfeac3aa74,https://fs.amplifi.io//file?id=8a2653d7-97eb-4ac1-b7c2-a5dfeac3aa74&variant=thumb&extension=png
10026-00000,Bike,SP23,GEOMATIC,Gloves,Gloves,Black/Charcoal,TRUE,TRUE,10026-00000,10026-00000,10026-00001,10026-00002,10026-00003,10026-00004,,,S,M,L,XL,2XL,,,34.5,34.5,VN,"73% Nylon
15% Polyurethane (PU)
9% Rubber
3% Elastane",Everyday Comfort. The multi-panel construction of the Geomatic is engineered to blend unmatched comfort and versatility into a great fitting MTB glove.,"• Slip-on embossed neoprene cuff offers maximum durability, comfort and modern look
• TPR details protect the knuckles and top of hand
• Mesh finger gussets enhance mobility and wick away moisture
• Microfiber thumb aids in cleaning eye protection or removing sweat from face
• Perforated single-layer Clarino® palm for superior airflow and comfort
• Silicone print on fingers for added grip and lever traction
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=74773d5a-947b-4647-8be7-525db92efece,https://fs.amplifi.io//file?id=74773d5a-947b-4647-8be7-525db92efece&variant=thumb&extension=png
10026-00005,Bike,SP23,GEOMATIC,Gloves,Gloves,Fluo Yellow,TRUE,TRUE,10026-00005,10026-00005,10026-00006,10026-00007,10026-00008,10026-00009,,,S,M,L,XL,2XL,,,34.5,34.5,VN,"73% Nylon
15% Polyurethane (PU)
9% Rubber
3% Elastane",Everyday Comfort. The multi-panel construction of the Geomatic is engineered to blend unmatched comfort and versatility into a great fitting MTB glove.,"• Slip-on embossed neoprene cuff offers maximum durability, comfort and modern look
• TPR details protect the knuckles and top of hand
• Mesh finger gussets enhance mobility and wick away moisture
• Microfiber thumb aids in cleaning eye protection or removing sweat from face
• Perforated single-layer Clarino® palm for superior airflow and comfort
• Silicone print on fingers for added grip and lever traction
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=8f41a7d3-6f82-44ce-a756-f62c35ee5132,https://fs.amplifi.io//file?id=8f41a7d3-6f82-44ce-a756-f62c35ee5132&variant=thumb&extension=png
10026-00015,Bike,SP23,GEOMATIC,Gloves,Gloves,Red,TRUE,TRUE,10026-00015,10026-00015,10026-00016,10026-00017,10026-00018,10026-00019,,,S,M,L,XL,2XL,,,34.5,34.5,VN,"73% Nylon
15% Polyurethane (PU)
9% Rubber
3% Elastane",Everyday Comfort. The multi-panel construction of the Geomatic is engineered to blend unmatched comfort and versatility into a great fitting MTB glove.,"• Slip-on embossed neoprene cuff offers maximum durability, comfort and modern look
• TPR details protect the knuckles and top of hand
• Mesh finger gussets enhance mobility and wick away moisture
• Microfiber thumb aids in cleaning eye protection or removing sweat from face
• Perforated single-layer Clarino® palm for superior airflow and comfort
• Silicone print on fingers for added grip and lever traction
• Integrated tech thread keeps you connected with your devices",https://fs.amplifi.io//file?id=24d4aaf2-756a-485f-9612-0b05cab37654,https://fs.amplifi.io//file?id=24d4aaf2-756a-485f-9612-0b05cab37654&variant=thumb&extension=png
10027-00000,Bike,SP23,R-CORE,Gloves,Gloves,Black,TRUE,TRUE,10027-00000,10027-00000,10027-00001,10027-00002,10027-00003,10027-00004,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"55% Nylon
23% Polyester
8% Elastane
7% Polyurethane (PU)
7% Rubber","Durability and Mobility. This glove is equipped with snag-resistant stretch fabric, just the right amount of TPR coverage and sleek design details to provide the all around comfort you'd expect from a performance product. You won't be disappointed with this glove when excelling down extreme trails.","• Adjustable embossed neoprene cuff offers style with maximum durability and comfort
• 4-way stretch top hand to increase abrasion resistance
• TPR logos on top of hand and pinky for added protection
• Adjustable TPR wrist closure with hook and loop backing ensures proper fit
• Mesh finger gussets enhance mobility and increase air flow
• Microfiber thumb overlay provides absorbent wiping surface
• Perforated single-layer Clarino® palm for superior airflow and comfort
• Silicone printed palm and finger graphics improve palm and lever traction
• Integrated tech-thread keeps you connected with your devices",https://fs.amplifi.io//file?id=8692b2ec-6cc7-4096-8ded-c510a9825f9e,https://fs.amplifi.io//file?id=8692b2ec-6cc7-4096-8ded-c510a9825f9e&variant=thumb&extension=png
10027-00010,Bike,SP23,R-CORE,Gloves,Gloves,Fluo Yellow,TRUE,TRUE,10027-00010,10027-00010,10027-00011,10027-00012,10027-00013,10027-00014,,,S,M,L,XL,2XL,,,36.5,36.5,VN,"55% Nylon
23% Polyester
8% Elastane
7% Polyurethane (PU)
7% Rubber","Durability and Mobility. This glove is equipped with snag-resistant stretch fabric, just the right amount of TPR coverage and sleek design details to provide the all around comfort you'd expect from a performance product. You won't be disappointed with this glove when excelling down extreme trails.","• Adjustable embossed neoprene cuff offers style with maximum durability and comfort
• 4-way stretch top hand to increase abrasion resistance
• TPR logos on top of hand and pinky for added protection
• Adjustable TPR wrist closure with hook and loop backing ensures proper fit
• Mesh finger gussets enhance mobility and increase air flow
• Microfiber thumb overlay provides absorbent wiping surface
• Perforated single-layer Clarino® palm for superior airflow and comfort
• Silicone printed palm and finger graphics improve palm and lever traction
• Integrated tech-thread keeps you connected with your devices",https://fs.amplifi.io//file?id=94d3b6cc-3d06-40ad-ad36-d1c8d66af76a,https://fs.amplifi.io//file?id=94d3b6cc-3d06-40ad-ad36-d1c8d66af76a&variant=thumb&extension=png
