Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,primaryImageURL,thumbURL,imageURL0,imageURL1,imageURL2,imageURL3,imageURL4,imageURL5,imageURL6,imageURL7,imageURL8,imageURL9,imageURL10
40034-00000,Bike,2023 - Spring,RIDECAMP,Youth Shorts w/ Liner,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Bottoms,Shorts,,Youth,Black,TRUE,TRUE,40034-00000,40034-00000,40034-00001,40034-00002,40034-00003,,,,22,24,26,28,,,,89,89,CN,"Shell
100% Polyester
Lining
100% Polyester","Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Stretch mesh fly with adjustable snap waist closure
• Velcro cargo pocket and zipper pocket for security of essentials
• Reflective logo for increased visibility
• Mesh liner short with brushed elastic and comfy chamois included",https://fs.amplifi.io//file?id=ce08406e-1ed4-4231-a7b0-b7514e8f514d,https://fs.amplifi.io//file?id=ce08406e-1ed4-4231-a7b0-b7514e8f514d&variant=thumb&extension=png,https://fs.amplifi.io//file?id=08f1a978-b44b-4e3c-b4c4-9aa1f9612745,https://fs.amplifi.io//file?id=ce08406e-1ed4-4231-a7b0-b7514e8f514d,https://fs.amplifi.io//file?id=f53d20a1-68aa-44b6-8d9c-e25713437fd7,https://fs.amplifi.io//file?id=2e7a042c-d1c6-4747-a50b-7aa42b277987,,,,,,,
40035-00000,Bike,2023 - Spring,RIDECAMP,Women's Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Tops,Jersey,,Womens,Black/Grey,TRUE,TRUE,40035-00000,40035-00000,40035-00001,40035-00002,40035-00003,,,,L,M,S,XL,,,,39,39,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=f6a62f29-1e7b-464a-ae36-2955abc1b18d,https://fs.amplifi.io//file?id=f6a62f29-1e7b-464a-ae36-2955abc1b18d&variant=thumb&extension=png,https://fs.amplifi.io//file?id=f6a62f29-1e7b-464a-ae36-2955abc1b18d,https://fs.amplifi.io//file?id=976b9734-a3fc-4b65-a1e8-f46156a42b23,,,,,,,,,
40036-00000,Bike,2023 - Spring,RIDECAMP,Women's Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Tops,Jersey,,Womens,Grey/Black,TRUE,TRUE,40036-00000,40036-00000,40036-00001,40036-00002,40036-00003,,,,S,M,L,XL,,,,44,44,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=948f960c-b405-4e97-b46c-732bf0b9a199,https://fs.amplifi.io//file?id=948f960c-b405-4e97-b46c-732bf0b9a199&variant=thumb&extension=png,https://fs.amplifi.io//file?id=d6fca077-0d39-49df-be28-893efa8d9452,https://fs.amplifi.io//file?id=948f960c-b405-4e97-b46c-732bf0b9a199,,,,,,,,,
40037-00000,Bike,2023 - Spring,RIDECAMP,Women's Shorts,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Bottoms,Shorts,,Womens,Black,TRUE,TRUE,40037-00000,40037-00000,40037-00001,40037-00002,40037-00003,,,,S,M,L,XL,,,,69,69,CN,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Zipper fly with adjustable snap waist closure
• Zipper pockets for security of essentials
• Reflective logo for increased visibility",https://fs.amplifi.io//file?id=8f7472b5-8727-4135-857d-5c6736e540b0,https://fs.amplifi.io//file?id=8f7472b5-8727-4135-857d-5c6736e540b0&variant=thumb&extension=png,https://fs.amplifi.io//file?id=8f7472b5-8727-4135-857d-5c6736e540b0,https://fs.amplifi.io//file?id=57df830d-d87b-4be2-9150-7303c5b81709,,,,,,,,,
40037-00008,Bike,2023 - Spring,RIDECAMP,Women's Shorts,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Bottoms,Shorts,,Womens,Grey,TRUE,TRUE,40037-00008,40037-00008,40037-00009,40037-00010,40037-00011,,,,S,M,L,XL,,,,69,69,CN,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Zipper fly with adjustable snap waist closure
• Zipper pockets for security of essentials
• Reflective logo for increased visibility",https://fs.amplifi.io//file?id=88045463-c618-4838-b68d-9de8a04b5549,https://fs.amplifi.io//file?id=88045463-c618-4838-b68d-9de8a04b5549&variant=thumb&extension=png,https://fs.amplifi.io//file?id=88045463-c618-4838-b68d-9de8a04b5549,https://fs.amplifi.io//file?id=aaf096ea-30a8-4b9f-80b5-6479b92bf5a5,,,,,,,,,
40038-00000,Bike,2023 - Spring,RIDECAMP,Women's Shorts w/ Liner,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Bottoms,Shorts,,Womens,Black,TRUE,TRUE,40038-00000,40038-00000,40038-00001,40038-00002,40038-00003,,,,S,M,L,XL,,,,99,99,CN,"Shell
100% Polyester
Lining
100% Polyester","Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Zipper fly with adjustable snap waist closure
• Zipper pockets for security of essentials
• Reflective logo for increased visibility
• Mesh liner short with brushed elastic and comfy chamois included",https://fs.amplifi.io//file?id=ec33bce4-6057-4c73-9837-f1b56b8f1afd,https://fs.amplifi.io//file?id=ec33bce4-6057-4c73-9837-f1b56b8f1afd&variant=thumb&extension=png,https://fs.amplifi.io//file?id=ec33bce4-6057-4c73-9837-f1b56b8f1afd,https://fs.amplifi.io//file?id=3ab00a20-e540-4c7c-8632-0d96e25177f5,https://fs.amplifi.io//file?id=8c1add08-e3f6-4ab6-9993-9c794a6d4488,https://fs.amplifi.io//file?id=da0cf9cb-a9f1-47f5-82b7-b2379b227698,,,,,,,
40039-00000,Bike,2023 - Spring,HYDROMATIC,Jacket,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Jackets,Waterproof,,Mens,Black,TRUE,TRUE,40039-00000,40039-00000,40039-00001,40039-00002,40039-00003,40039-00004,,,S,M,L,XL,2XL,,,189,189,CN,"90% Polyester
10% Nylon","Our Hydromatic collection of outerwear incorporates key features to battle tough riding conditions with a lightweight, aerodynamic fit. Stay warm and dry without sacrificing style and comfort.","• Mechanical Stretch Woven with 2.5 layer 10K/10K waterproof/breathable laminate
• Water Resistant Coating to minimize liquid penetration
• Cordura sleeve panels for added abrasion resistance
• Fully taped seams keep you dry in wet conditions
• 2-Way Waterproof CF zipper for added weather protection and ventilation
• Waterproof zippers and taped hand pockets
• Sock cord encased inside hood and hem channels for ideal fit
• Adjustable sleeve tabs for optimal fit with or without gloves
• Back venting for increased air flow
• Aerodynamic fit with drop tail hem for best riding performance
• Microfiber wipe inside pocket to aid in keeping your eye wear clean
• Reflective logos on front and back for visibility
• Snap and loop at inside of hood to consolidate when not riding",https://fs.amplifi.io//file?id=7b9eb63e-1290-47c7-aad9-4da4bda0b21e,https://fs.amplifi.io//file?id=7b9eb63e-1290-47c7-aad9-4da4bda0b21e&variant=thumb&extension=png,https://fs.amplifi.io//file?id=7b9eb63e-1290-47c7-aad9-4da4bda0b21e,https://fs.amplifi.io//file?id=95e6246a-b47e-4645-892a-126d1c9c8c10,,,,,,,,,
40040-00000,Bike,2023 - Spring,HYDROMATIC,Shorts,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Bottoms,Shorts,,Mens,Black,TRUE,TRUE,40040-00000,40040-00000,40040-00001,40040-00002,40040-00003,40040-00004,40040-00005,40040-00006,28,30,32,34,36,38,40,139,139,CN,"80% Polyester
20% Nylon","Our Hydromatic collection of outerwear incorporates key features to battle tough riding conditions with a lightweight, aerodynamic fit. Stay warm and dry without sacrificing style and comfort.","• Mechanical Stretch Woven with 2.5 layer 10K/10K waterproof/breathable laminate
• Water Resistant Coating to minimize liquid penetration
• Cordura back saddle panel for added abrasion resistance
• Fully taped seams keep you dry in wet conditions
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Waterproof pocket zippers for added security of essentials
• Stabilization pocket to store device or tool
• Silicone print on inner waistband to minimize slippage
• Aerodynamic fit for best riding performance
• Reflective logos for added visibility.",https://fs.amplifi.io//file?id=5389194b-61e5-42b6-a9d2-be208e924aa0,https://fs.amplifi.io//file?id=5389194b-61e5-42b6-a9d2-be208e924aa0&variant=thumb&extension=png,https://fs.amplifi.io//file?id=5389194b-61e5-42b6-a9d2-be208e924aa0,https://fs.amplifi.io//file?id=7936030e-236e-41ca-9169-10ab6312d516,,,,,,,,,
40041-00000,Bike,2023 - Spring,HYDROMATIC,Pants,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Bottoms,Pants,,Mens,Black,TRUE,TRUE,40041-00000,40041-00000,40041-00001,40041-00002,40041-00003,40041-00004,40041-00005,40041-00006,28,30,32,34,36,38,40,169,169,CN,"80% Polyester
20% Nylon","Our Hydromatic collection of outerwear incorporates key features to battle tough riding conditions with a lightweight, aerodynamic fit. Stay warm and dry without sacrificing style and comfort.","• Mechanical Stretch Woven with 2.5 layer 10K/10K waterproof/breathable laminate
• Water Resistant Coating to minimize liquid penetration
• Cordura back saddle and knee panels for added abrasion resistance
• Fully taped seams keep you dry in wet conditions
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Waterproof pocket zippers for added security of essentials
• Waterproof hem zippers to aid in dressing and removal with ease
• Stabilization pocket to store device or tool
• Silicone print on inner waistband to minimize slippage
• Aerodynamic fit for best riding performance
• Reflective logos for added visibility.",https://fs.amplifi.io//file?id=6c7f4705-589b-4af5-9f08-ff07b5137be6,https://fs.amplifi.io//file?id=6c7f4705-589b-4af5-9f08-ff07b5137be6&variant=thumb&extension=png,https://fs.amplifi.io//file?id=389da255-d3e3-4e04-a732-2a8ac9e92759,https://fs.amplifi.io//file?id=6c7f4705-589b-4af5-9f08-ff07b5137be6,,,,,,,,,
40042-00000,Bike,2023 - Spring,CORRIDOR,Stretch Windbreaker,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Jackets,Windproof,,Mens,Black,TRUE,TRUE,40042-00000,40042-00000,40042-00001,40042-00002,40042-00003,40042-00004,,,S,M,L,XL,2XL,,,99,99,TW,100% Nylon,Essentially Light This is a must-have in your riding bag. It's compact and highly effective for blocking the wind when you are giving full effort on the road or trails. The reflective logos aid in keeping you visible too.,"• Mechanical stretch woven micro rip-stop
• Water Resistant Coating to minimize liquid penetration
• Ideal for blocking wind on the road or trails
• Zippered side pockets for add security
• Microfiber wipe inside pocket to aid in keeping your eye wear clean
• Reflective taping and logos on front and back for visibility
• Embossed logo binding detail at body and sleeve hems
• Back venting for increased air flow
• Aerodynamic fit and drop tail hem for best riding performance",https://fs.amplifi.io//file?id=455496f2-0473-48fb-929b-ebc1f4b40a1d,https://fs.amplifi.io//file?id=455496f2-0473-48fb-929b-ebc1f4b40a1d&variant=thumb&extension=png,https://fs.amplifi.io//file?id=4679bd8c-0de3-45b0-a0ce-2958bea51c05,https://fs.amplifi.io//file?id=0ab490c5-67ef-4107-8cc3-6b0555625a30,https://fs.amplifi.io//file?id=455496f2-0473-48fb-929b-ebc1f4b40a1d,,,,,,,,
40043-00000,Bike,2023 - Spring,CORRIDOR,Stretch Vest,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Vest,Windproof,,Mens,Black,TRUE,TRUE,40043-00000,40043-00000,40043-00001,40043-00002,40043-00003,40043-00004,,,S,M,L,XL,2XL,,,79,79,TW,100% Nylon,This is a must-have for your rides. It's compact and highly effective for blocking the wind when you are giving full effort on the road or trails. The reflective logos aid in keeping you visible too.,"• Mechanical stretch woven micro rip-stop
• Water Resistant Coating to minimize liquid penetration
• Ideal for blocking wind 
• Zippered side pocket for added security
• Back zippers allow access to jersey pockets
• Microfiber wipe inside pocket to aid in keeping your eye wear clean
• Reflective taping and logos on front and back for visibility
• Embossed logo binding detail at body hem
• Back venting for increased air flow
• Slim fit for best riding performance",https://fs.amplifi.io//file?id=04dc2410-4f97-42ed-9920-14f55d3a4e4f,https://fs.amplifi.io//file?id=04dc2410-4f97-42ed-9920-14f55d3a4e4f&variant=thumb&extension=png,https://fs.amplifi.io//file?id=c010285d-70bb-4ed5-91db-8886fcec2d63,https://fs.amplifi.io//file?id=982ab533-b783-41ec-a066-9eb5a4555cf6,https://fs.amplifi.io//file?id=04dc2410-4f97-42ed-9920-14f55d3a4e4f,,,,,,,,
40044-00000,Bike,2023 - Spring,ZEPHYR,Cooling Tank,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Tops,Base Layers,,Mens,Grey,TRUE,TRUE,40044-00000,40044-00000,40044-00001,,,,,,S/M,L/XL,,,,,,39,39,CN,"90% Nylon
8% Elastane
2% Polyester","This layering piece actually aids in lowering your body temperature on those extra hot training days. The tank wicks sweat away, while acting as a barrier between your body and jersey, allowing the breeze to keep you cool.","• Nylon/Elastane/Polyester yarns blended for the ideal cooling formula
• Light and functional material
• Durable with elasticity for comfort
• Optimal for any workout activity
• Quick dry properties
• Open knit design
• Jacquard logos",https://fs.amplifi.io//file?id=3c88db46-b634-4053-9190-1d7f82eb99c6,https://fs.amplifi.io//file?id=3c88db46-b634-4053-9190-1d7f82eb99c6&variant=thumb&extension=png,https://fs.amplifi.io//file?id=3c88db46-b634-4053-9190-1d7f82eb99c6,https://fs.amplifi.io//file?id=0737bbac-3c2b-452c-aa81-f683fccb710d,https://fs.amplifi.io//file?id=53bc5ccf-2113-4e5b-bde6-7f80cf8a4981,https://fs.amplifi.io//file?id=e522c2b5-9baf-460f-a430-ebdbfe435157,,,,,,,
40045-00000,Bike,2023 - Spring,BASECAMP,Long Sleeve Base Layer,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Tops,Base Layers,,Mens,Black,TRUE,TRUE,40045-00000,40045-00000,40045-00001,40045-00002,40045-00003,40045-00004,,,S,M,L,XL,2XL,,,49,49,CN,"88% Polyester
12% Elastane",Don't let Mother Nature limit your performance! Fitted long sleeve base layer to keep you comfortable and warm on those cold weather days.,"• Yarns are infused with charcoal coffee particles that provide thermal insulation
• Yarns have anti-microbial properties providing powerful deodorizing effect
• Wicking polyester pulls moisture away from your skin keeping you dry
• Flat lock seam construction to minimize chafing
• Knit construction for increased mobility
• Heat transfer chest logo",https://fs.amplifi.io//file?id=d54ee92d-70b5-4403-a163-3a87e9d3d99e,https://fs.amplifi.io//file?id=d54ee92d-70b5-4403-a163-3a87e9d3d99e&variant=thumb&extension=png,https://fs.amplifi.io//file?id=74dea66e-b8fc-4eb5-99b8-b436f9ba63c8,https://fs.amplifi.io//file?id=d54ee92d-70b5-4403-a163-3a87e9d3d99e,,,,,,,,,
40046-00000,Bike,2023 - Spring,BASECAMP,Sleeveless Base Layer,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Tops,Base Layers,,Mens,Black,TRUE,TRUE,40046-00000,40046-00000,40046-00001,40046-00002,40046-00003,40046-00004,,,S,M,L,XL,2XL,,,39,39,CN,"88% Polyester
12% Elastane","Don't let Mother Nature limit your performance! Fitted sleeveless base layer to keep your core comfortable and warm on those cold weather days, with the option to layer up your arms.","• Yarns are infused with charcoal coffee particles that provide thermal insulation
• Yarns have anti-microbial properties providing powerful deodorizing effect
• Wicking polyester pulls moisture away from your skin keeping you dry
• Flat lock seam construction to minimize chafing
• Knit construction for increased mobility",https://fs.amplifi.io//file?id=9e1a2b2e-32cc-4fd0-a992-dad6fd483a24,https://fs.amplifi.io//file?id=9e1a2b2e-32cc-4fd0-a992-dad6fd483a24&variant=thumb&extension=png,https://fs.amplifi.io//file?id=9e1a2b2e-32cc-4fd0-a992-dad6fd483a24,https://fs.amplifi.io//file?id=229885aa-911f-4417-8aa3-d864df585cb9,,,,,,,,,
40047-00000,Bike,2023 - Spring,REVENANT,Bib Liner Shorts,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Bibs,Tech,,Mens,Black,TRUE,TRUE,40047-00000,40047-00000,40047-00001,40047-00002,40047-00003,40047-00004,,,S,M,L,XL,2XL,,,109,109,CN,"92% Polyester
8% Elastane","Load and Go! Carry all your trail essentials while maintaining an aerodynamic look. For a quick ride around the neighborhood or long session with the crew, these bibs will keep you equipped, covered, comfortable and dry. Your most used necessities will be hidden, yet easily accessible.","• Polyester/Elastane mesh with effective quick dry and anti microbial properties
• Taped neckline and straps for seamless feel & to prevent chafing
• Flat-locked seams for maximum comfort & minimal chafing
• Back pocket to hold riding essentials
• Leg pockets for added storage
• Twill tape loop closures to secure shorts to bib
• 3” Nylon/Elastane/Silicone gripper cuffs for optimal stay support
• Premium quality chamois for maximum performance",https://fs.amplifi.io//file?id=cb523007-7e76-4305-b5cc-675197efeb6c,https://fs.amplifi.io//file?id=cb523007-7e76-4305-b5cc-675197efeb6c&variant=thumb&extension=png,https://fs.amplifi.io//file?id=c3628549-3a7f-4bf7-80ef-edfedb37379b,https://fs.amplifi.io//file?id=776afcef-fd8a-4128-bdff-fd8c2586bb57,https://fs.amplifi.io//file?id=cb523007-7e76-4305-b5cc-675197efeb6c,,,,,,,,
40048-00000,Bike,2023 - Spring,CRUX,Liner Shorts,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Bottoms,Shorts,,Mens,Black,TRUE,TRUE,40048-00000,40048-00000,40048-00001,40048-00002,40048-00003,40048-00004,40048-00005,40048-00006,28,30,32,34,36,38,40,49,49,CN,"92% Polyester
8% Elastane","Having this liner short keeps you dry and comfortable, which will allow you to have more fun for an extended period of time on your bike. Plus a separate liner short gives you the ability to buy a few pairs for those getaways you won't have access to a washer.","• Polyester/Elastane quick dry, anti-microbial mesh
• Brushed logo elastic waistband for comfort
• Flat-locked seams maximize comfort while minimizing chafing
• Premium chamois for max performance",https://fs.amplifi.io//file?id=d7a8a19d-13a5-4a57-9f35-160444a684bd,https://fs.amplifi.io//file?id=d7a8a19d-13a5-4a57-9f35-160444a684bd&variant=thumb&extension=png,https://fs.amplifi.io//file?id=d7a8a19d-13a5-4a57-9f35-160444a684bd,https://fs.amplifi.io//file?id=9ab87dbb-18ac-473f-881c-d5dbd695388c,https://fs.amplifi.io//file?id=945c4acc-86a3-4300-adbe-385cee6d1c79,,,,,,,,
40049-00000,Bike,2023 - Spring,CRUX,Youth Liner Shorts,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Bottoms,Shorts,,Youth,Black,TRUE,TRUE,40049-00000,40049-00000,40049-00001,40049-00002,40049-00003,,,,22,24,26,28,,,,39,39,CN,"92% Polyester
8% Elastane","Having this liner short keeps you dry and comfortable, which will allow you to have more fun for an extended period of time on your bike. Plus a separate liner short gives you the ability to buy a few pairs for those getaways you won't have access to a washer.","• Polyester/Elastane quick dry, anti-microbial mesh
• Brushed logo elastic waistband for comfort
• Flat-locked seams maximize comfort while minimizing chafing
• Chamois for max performance",https://fs.amplifi.io//file?id=581bb2cc-ee2e-412d-a601-9160faa8f4b8,https://fs.amplifi.io//file?id=581bb2cc-ee2e-412d-a601-9160faa8f4b8&variant=thumb&extension=png,https://fs.amplifi.io//file?id=6b477493-fa42-4bdc-aaae-f08e50a5d419,https://fs.amplifi.io//file?id=581bb2cc-ee2e-412d-a601-9160faa8f4b8,,,,,,,,,
40050-00000,Bike,2023 - Spring,CRUX,Women's Liner Shorts,Gear,Soft Goods,SP22,"FA22, SP22, SP23",Bottoms,Shorts,,Womens,Black,TRUE,TRUE,40050-00000,40050-00000,40050-00001,40050-00002,40050-00003,,,,S,M,L,XL,,,,49,49,CN,"92% Polyester
8% Elastane","Having this liner short keeps you dry and comfortable, which will allow you to have more fun for an extended period of time on your bike. Plus a separate liner short gives you the ability to buy a few pairs for those getaways you won't have access to a washer.","• Polyester/Elastane quick dry, anti-microbial mesh
• Brushed logo elastic waistband for comfort
• Flat-locked seams maximize comfort while minimizing chafing
• Premium chamois for max performance",https://fs.amplifi.io//file?id=9363be11-3c31-49e3-a7fc-911e4cd8cd6c,https://fs.amplifi.io//file?id=9363be11-3c31-49e3-a7fc-911e4cd8cd6c&variant=thumb&extension=png,https://fs.amplifi.io//file?id=d3f10be9-d872-4074-9455-48b5dd2dac1c,https://fs.amplifi.io//file?id=9363be11-3c31-49e3-a7fc-911e4cd8cd6c,,,,,,,,,
