Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
Z-40018-00005,Bike,N/A,AIRMATIC,44624 Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Black/Red,TRUE,TRUE,40018-00005,40018-00005,40018-00006,40018-00007,40018-00008,40018-00009,,,,,,,,,,54,54,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=f2819f29-4092-43f5-a958-fad325ddaabe,https://fs.amplifi.io//file?id=f2819f29-4092-43f5-a958-fad325ddaabe&variant=thumb&extension=png
Z-40019-00005,Bike,N/A,AIRMATIC LE,Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Black Camo,TRUE,FALSE,40019-00005,40019-00005,40019-00006,40019-00007,40019-00008,40019-00009,,,,,,,,,,64,64,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic mesh offers the same exceptional quality as Airmatic. The fabric offers more breathability to achieve peak performance.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=426d34d2-06a8-41f8-be73-101c6300d38c,https://fs.amplifi.io//file?id=426d34d2-06a8-41f8-be73-101c6300d38c&variant=thumb&extension=png
Z-40019-00010,Bike,N/A,AIRMATIC,Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Dijon,TRUE,FALSE,40019-00010,40019-00010,40019-00011,40019-00012,40019-00013,40019-00014,,,,,,,,,,59,59,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic mesh offers the same exceptional quality as Airmatic. The fabric offers more breathability to achieve peak performance.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=cb3c82c9-cf01-4fb5-bca0-455b7499acdd,https://fs.amplifi.io//file?id=cb3c82c9-cf01-4fb5-bca0-455b7499acdd&variant=thumb&extension=png
Z-40019-00015,Bike,N/A,AIRMATIC,Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Slate Blue,TRUE,FALSE,40019-00015,40019-00015,40019-00016,40019-00017,40019-00018,40019-00019,,,,,,,,,,59,59,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic mesh offers the same exceptional quality as Airmatic. The fabric offers more breathability to achieve peak performance.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=5f21f5cb-4290-4cda-a957-26aa6fbcecd8,https://fs.amplifi.io//file?id=5f21f5cb-4290-4cda-a957-26aa6fbcecd8&variant=thumb&extension=png
Z-40021-00007,Bike,N/A,AIRMATIC LE,Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,,Black Camo,TRUE,FALSE,40021-00007,40021-00007,40021-00008,40021-00009,40021-00010,40021-00011,40021-00012,40021-00013,,,,,,,,109,109,CN,"96% Polyester
4% Elastane",Airmatic All Mountain riding gear provides all day comfort for most trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch-mesh back panel increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool",https://fs.amplifi.io//file?id=fb1f395c-06fb-4bf6-b5ba-d3c15759cd7e,https://fs.amplifi.io//file?id=fb1f395c-06fb-4bf6-b5ba-d3c15759cd7e&variant=thumb&extension=png
Z-40023-00004,Bike,N/A,AIRMATIC,Women's Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,Women,Lavender,TRUE,FALSE,40023-00004,40023-00004,40023-00005,40023-00006,40023-00007,,,,,,,,,,,99,99,CN,"96% Polyester
4% Elastane",The Women's Airmatic all-mountain riding apparel provides all day comfort without sacrificing style. Purpose built to offer an exceptional fit for female riders with just the right amount of technical features makes it the perfect choice.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch-mesh back panel increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool",https://fs.amplifi.io//file?id=d3039237-912c-4d80-91ba-e00164865795,https://fs.amplifi.io//file?id=d3039237-912c-4d80-91ba-e00164865795&variant=thumb&extension=png
Z-40023-00008,Bike,N/A,AIRMATIC,Women's Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,Women,Slate Blue,TRUE,FALSE,40023-00008,40023-00008,40023-00009,40023-00010,40023-00011,,,,,,,,,,,99,99,CN,"96% Polyester
4% Elastane",The Women's Airmatic all-mountain riding apparel provides all day comfort without sacrificing style. Purpose built to offer an exceptional fit for female riders with just the right amount of technical features makes it the perfect choice.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch-mesh back panel increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool",https://fs.amplifi.io//file?id=cfe17870-7736-41bb-a21f-316df07231f1,https://fs.amplifi.io//file?id=cfe17870-7736-41bb-a21f-316df07231f1&variant=thumb&extension=png
Z-40025-00007,Bike,N/A,AIRMATIC LE,Pants,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Pants,,Black Camo,TRUE,FALSE,40025-00007,40025-00007,40025-00008,40025-00009,40025-00010,40025-00011,40025-00012,40025-00013,,,,,,,,129,129,CN,"96% Polyester
4% Elastane",Airmatic All Mountain riding gear provides all day comfort for most trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch mesh gusset fly with adjustable metal hook closure for the perfect fit
• Tapered leg reduces drag and articulated knee improves mobility
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool",https://fs.amplifi.io//file?id=28b3ea77-3818-4ecc-96e0-9d53e7b22180,https://fs.amplifi.io//file?id=28b3ea77-3818-4ecc-96e0-9d53e7b22180&variant=thumb&extension=png
Z-40027-00000,Bike,N/A,RIDECAMP,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Black/Forest Green,TRUE,FALSE,40027-00000,40027-00000,40027-00001,40027-00002,40027-00003,40027-00004,,,,,,,,,,39,39,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=6cfa20cd-7adf-4938-8909-c2b4ddc470e6,https://fs.amplifi.io//file?id=6cfa20cd-7adf-4938-8909-c2b4ddc470e6&variant=thumb&extension=png
Z-40027-00005,Bike,N/A,RIDECAMP,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Black/Charcoal,TRUE,TRUE,40027-00005,40027-00005,40027-00006,40027-00007,40027-00008,40027-00009,,,,,,,,,,39,39,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=ba2cb706-de90-4ba7-884c-980e2d3455c2,https://fs.amplifi.io//file?id=ba2cb706-de90-4ba7-884c-980e2d3455c2&variant=thumb&extension=png
Z-40027-00010,Bike,N/A,RIDECAMP,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Lt. Slate Blue/Navy,TRUE,TRUE,40027-00010,40027-00010,40027-00011,40027-00012,40027-00013,40027-00014,,,,,,,,,,39,39,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=b88a2a65-9e64-40d7-b7b4-ec7cfeea5e7b,https://fs.amplifi.io//file?id=b88a2a65-9e64-40d7-b7b4-ec7cfeea5e7b&variant=thumb&extension=png
Z-40027-00015,Bike,N/A,RIDECAMP,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Terracotta/Black,TRUE,TRUE,40027-00015,40027-00015,40027-00016,40027-00017,40027-00018,40027-00019,,,,,,,,,,39,39,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=e0e3ae5a-a8c1-4f4c-8353-e7d481514aa4,https://fs.amplifi.io//file?id=e0e3ae5a-a8c1-4f4c-8353-e7d481514aa4&variant=thumb&extension=png
Z-40029-00014,Bike,N/A,RIDECAMP,Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,,Forest Green,TRUE,FALSE,40029-00014,40029-00014,40029-00015,40029-00016,40029-00017,40029-00018,40029-00019,40029-00020,,,,,,,,69,69,CN,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Stretch mesh fly with adjustable snap waist closure
• Velcro cargo pocket and zipper pocket for security of essentials
• Reflective tape for increased visibility",https://fs.amplifi.io//file?id=089b9636-6847-4712-b92c-77a616f498a9,https://fs.amplifi.io//file?id=089b9636-6847-4712-b92c-77a616f498a9&variant=thumb&extension=png
Z-40029-00021,Bike,N/A,RIDECAMP,Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,,Navy,TRUE,TRUE,40029-00021,40029-00021,40029-00022,40029-00023,40029-00024,40029-00025,40029-00026,40029-00027,,,,,,,,69,69,CN,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Stretch mesh fly with adjustable snap waist closure
• Velcro cargo pocket and zipper pocket for security of essentials
• Reflective tape for increased visibility",https://fs.amplifi.io//file?id=3f8428f3-1480-4ed0-a354-7611243fab83,https://fs.amplifi.io//file?id=3f8428f3-1480-4ed0-a354-7611243fab83&variant=thumb&extension=png
Z-40031-00000,Bike,N/A,RIDECAMP,Youth Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,Youth,Black/Charcoal,TRUE,TRUE,40031-00000,40031-00000,40031-00001,40031-00002,40031-00003,,,,,,,,,,,34,34,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=e82d2d73-0b4b-4399-b710-7a2a717999a5,https://fs.amplifi.io//file?id=e82d2d73-0b4b-4399-b710-7a2a717999a5&variant=thumb&extension=png
Z-40031-00004,Bike,N/A,RIDECAMP,Youth Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,Youth,Lt. Slate Blue/Navy,TRUE,TRUE,40031-00004,40031-00004,40031-00005,40031-00006,40031-00007,,,,,,,,,,,34,34,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=aa24bd49-4145-4b49-82f9-c6c9b99ac2df,https://fs.amplifi.io//file?id=aa24bd49-4145-4b49-82f9-c6c9b99ac2df&variant=thumb&extension=png
Z-40033-00004,Bike,N/A,RIDECAMP,Youth Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,Youth,Navy,TRUE,TRUE,40033-00004,40033-00004,40033-00005,40033-00006,40033-00007,,,,,,,,,,,64,64,CN,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Stretch mesh fly with adjustable snap waist closure
• Velcro cargo pocket and zipper pocket for security of essentials
• Reflective logo for increased visibility",https://fs.amplifi.io//file?id=c7b7a37c-549f-470c-84a6-bff445621796,https://fs.amplifi.io//file?id=c7b7a37c-549f-470c-84a6-bff445621796&variant=thumb&extension=png
